ID	Cell Type	Cell Subtype
188539	colorectal_tumor	colorectal_tumor (EMT-high)
188540	Fibroblasts	Fibroblasts (myCAF)
188544	colorectal_tumor	colorectal_tumor (EMT-high)
188548	colorectal_tumor	colorectal_tumor (WNT-high)
188563	colorectal_tumor	colorectal_tumor (EMT-high)
188564	TCD8_naive	TCD8_naive (PDCD1-high)
188566	Fibroblasts	Fibroblasts (LRRC15+)
188573	Fibroblasts	Fibroblasts (iCAF)
188574	colorectal_tumor	colorectal_tumor (EMT-high)
188580	colorectal_tumor	colorectal_tumor (MSI)
188588	Fibroblasts	Fibroblasts (LRRC15+)
188590	RTM_LA	RTM_LA (FOLR2-high)
188592	colorectal_tumor	colorectal_tumor (WNT-high)
188597	colorectal_tumor	colorectal_tumor (EMT-high)
188599	colorectal_tumor	colorectal_tumor (MSI)
188608	colorectal_tumor	colorectal_tumor (EMT-high)
188610	RTM_LA	RTM_LA (C1Q-high)
188613	colorectal_tumor	colorectal_tumor (KRAS-high)
188621	colorectal_tumor	colorectal_tumor (EMT-high)
188625	colorectal_tumor	colorectal_tumor (KRAS-high)
188626	Fibroblasts	Fibroblasts (iCAF)
188636	colorectal_tumor	colorectal_tumor (MYC-high)
188639	colorectal_tumor	colorectal_tumor (MSI)
188645	RTM_LA	RTM_LA (FOLR2-high)
188653	TCD4_reg	TCD4_reg (TIGIT-high)
188655	colorectal_tumor	colorectal_tumor (KRAS-high)
188656	Fibroblasts	Fibroblasts (iCAF)
188659	B_cells	B_cells (plasma)
188662	Fibroblasts	Fibroblasts (iCAF)
188671	Endothelial	Endothelial (arterial)
188673	Fibroblasts	Fibroblasts (iCAF)
188678	Fibroblasts	Fibroblasts (myCAF)
188694	Fibroblasts	Fibroblasts (myCAF)
188702	colorectal_tumor	colorectal_tumor (MYC-high)
188710	Fibroblasts	Fibroblasts (myCAF)
188711	Endothelial	Endothelial (venous)
188713	colorectal_tumor	colorectal_tumor (MYC-high)
188717	colorectal_tumor	colorectal_tumor (WNT-high)
188719	colorectal_tumor	colorectal_tumor (KRAS-high)
188722	colorectal_tumor	colorectal_tumor (MYC-high)
188724	colorectal_tumor	colorectal_tumor (MSI)
188730	colorectal_tumor	colorectal_tumor (WNT-high)
188731	colorectal_tumor	colorectal_tumor (WNT-high)
188744	Fibroblasts	Fibroblasts (myCAF)
188760	colorectal_tumor	colorectal_tumor (EMT-high)
188763	colorectal_tumor	colorectal_tumor (KRAS-high)
188767	Fibroblasts	Fibroblasts (myCAF)
188771	Fibroblasts	Fibroblasts (LRRC15+)
188772	colorectal_tumor	colorectal_tumor (MYC-high)
188774	Mac_LA	Mac_LA (SPP1-high)
188777	Fibroblasts	Fibroblasts (iCAF)
188782	Endothelial	Endothelial (arterial)
188784	TCD8_naive	TCD8_naive (GZMB-high)
188788	Fibroblasts	Fibroblasts (myCAF)
188792	Endothelial	Endothelial (arterial)
188801	colorectal_tumor	colorectal_tumor (MYC-high)
188802	Fibroblasts	Fibroblasts (myCAF)
188803	RTM_LA	RTM_LA (C1Q-high)
188811	Fibroblasts	Fibroblasts (LRRC15+)
188812	colorectal_tumor	colorectal_tumor (MSI)
188814	colorectal_tumor	colorectal_tumor (WNT-high)
188816	colorectal_tumor	colorectal_tumor (KRAS-high)
188819	colorectal_tumor	colorectal_tumor (MYC-high)
188820	colorectal_tumor	colorectal_tumor (MYC-high)
188821	colorectal_tumor	colorectal_tumor (EMT-high)
188831	Fibroblasts	Fibroblasts (myCAF)
188832	colorectal_tumor	colorectal_tumor (EMT-high)
188833	colorectal_tumor	colorectal_tumor (MSI)
188835	colorectal_tumor	colorectal_tumor (KRAS-high)
188842	colorectal_tumor	colorectal_tumor (EMT-high)
188844	colorectal_tumor	colorectal_tumor (MYC-high)
188849	colorectal_tumor	colorectal_tumor (MSI)
188855	colorectal_tumor	colorectal_tumor (MYC-high)
188859	colorectal_tumor	colorectal_tumor (EMT-high)
188865	colorectal_tumor	colorectal_tumor (EMT-high)
188869	RTM_LA	RTM_LA (FOLR2-high)
188871	TCD4_reg	TCD4_reg (TIGIT-high)
188872	colorectal_tumor	colorectal_tumor (WNT-high)
188874	Fibroblasts	Fibroblasts (LRRC15+)
188875	TCD4_reg	TCD4_reg (FOXP3-high)
188878	colorectal_tumor	colorectal_tumor (EMT-high)
188880	TCD8_naive	TCD8_naive (TCF7-high)
188884	colorectal_tumor	colorectal_tumor (EMT-high)
188892	Fibroblasts	Fibroblasts (LRRC15+)
188894	TCD4_reg	TCD4_reg (FOXP3-high)
188903	RTM_LA	RTM_LA (C1Q-high)
188916	TCD8_naive	TCD8_naive (GZMB-high)
188917	Endothelial	Endothelial (tip)
188925	TCD8_naive	TCD8_naive (PDCD1-high)
188926	colorectal_tumor	colorectal_tumor (MSI)
188933	Mac_LA	Mac_LA (TREM2-high)
188935	RTM_LA	RTM_LA (C1Q-high)
188939	Endothelial	Endothelial (tip)
188940	Fibroblasts	Fibroblasts (myCAF)
188941	Fibroblasts	Fibroblasts (iCAF)
188945	Fibroblasts	Fibroblasts (LRRC15+)
188946	Fibroblasts	Fibroblasts (LRRC15+)
188949	Fibroblasts	Fibroblasts (LRRC15+)
188951	colorectal_tumor	colorectal_tumor (EMT-high)
188959	Fibroblasts	Fibroblasts (iCAF)
188964	colorectal_tumor	colorectal_tumor (MSI)
188968	colorectal_tumor	colorectal_tumor (MYC-high)
188970	colorectal_tumor	colorectal_tumor (MSI)
188975	colorectal_tumor	colorectal_tumor (WNT-high)
188977	colorectal_tumor	colorectal_tumor (KRAS-high)
188982	colorectal_tumor	colorectal_tumor (MYC-high)
188984	colorectal_tumor	colorectal_tumor (MSI)
188985	Fibroblasts	Fibroblasts (myCAF)
188986	Endothelial	Endothelial (venous)
188987	Fibroblasts	Fibroblasts (LRRC15+)
188990	colorectal_tumor	colorectal_tumor (WNT-high)
188995	Mac_LA	Mac_LA (TREM2-high)
188996	Fibroblasts	Fibroblasts (iCAF)
189001	colorectal_tumor	colorectal_tumor (WNT-high)
189002	colorectal_tumor	colorectal_tumor (MSI)
189003	Fibroblasts	Fibroblasts (iCAF)
189004	colorectal_tumor	colorectal_tumor (MYC-high)
189009	Endothelial	Endothelial (tip)
189010	colorectal_tumor	colorectal_tumor (MSI)
189011	Mac_LA	Mac_LA (SPP1-high)
189015	colorectal_tumor	colorectal_tumor (KRAS-high)
189020	Fibroblasts	Fibroblasts (LRRC15+)
189023	colorectal_tumor	colorectal_tumor (MYC-high)
189024	Fibroblasts	Fibroblasts (LRRC15+)
189025	Fibroblasts	Fibroblasts (myCAF)
189026	colorectal_tumor	colorectal_tumor (MSI)
189030	colorectal_tumor	colorectal_tumor (KRAS-high)
189034	colorectal_tumor	colorectal_tumor (MYC-high)
189043	Fibroblasts	Fibroblasts (iCAF)
189047	colorectal_tumor	colorectal_tumor (WNT-high)
189054	colorectal_tumor	colorectal_tumor (MYC-high)
189061	colorectal_tumor	colorectal_tumor (EMT-high)
189074	colorectal_tumor	colorectal_tumor (MSI)
189078	colorectal_tumor	colorectal_tumor (MSI)
189079	colorectal_tumor	colorectal_tumor (EMT-high)
189086	Mac_LA	Mac_LA (TREM2-high)
189088	Fibroblasts	Fibroblasts (iCAF)
189089	Fibroblasts	Fibroblasts (iCAF)
189090	Fibroblasts	Fibroblasts (iCAF)
189091	Endothelial	Endothelial (arterial)
189093	colorectal_tumor	colorectal_tumor (EMT-high)
189096	Fibroblasts	Fibroblasts (myCAF)
189099	B_cells	B_cells (plasma)
189101	Mac_LA	Mac_LA (SPP1-high)
189107	Fibroblasts	Fibroblasts (iCAF)
189108	colorectal_tumor	colorectal_tumor (MYC-high)
189111	TCD4_reg	TCD4_reg (TIGIT-high)
189114	TCD4_reg	TCD4_reg (FOXP3-high)
189115	Fibroblasts	Fibroblasts (iCAF)
189121	colorectal_tumor	colorectal_tumor (KRAS-high)
189123	colorectal_tumor	colorectal_tumor (WNT-high)
189129	colorectal_tumor	colorectal_tumor (WNT-high)
189133	colorectal_tumor	colorectal_tumor (KRAS-high)
189141	colorectal_tumor	colorectal_tumor (EMT-high)
189147	colorectal_tumor	colorectal_tumor (MYC-high)
189148	colorectal_tumor	colorectal_tumor (MSI)
189149	colorectal_tumor	colorectal_tumor (KRAS-high)
189153	RTM_LA	RTM_LA (C1Q-high)
189154	colorectal_tumor	colorectal_tumor (EMT-high)
189155	colorectal_tumor	colorectal_tumor (MSI)
189162	colorectal_tumor	colorectal_tumor (WNT-high)
189163	colorectal_tumor	colorectal_tumor (MSI)
189165	colorectal_tumor	colorectal_tumor (EMT-high)
189174	RTM_LA	RTM_LA (FOLR2-high)
189179	colorectal_tumor	colorectal_tumor (MSI)
189185	colorectal_tumor	colorectal_tumor (MYC-high)
189186	colorectal_tumor	colorectal_tumor (EMT-high)
189187	Fibroblasts	Fibroblasts (LRRC15+)
189199	colorectal_tumor	colorectal_tumor (KRAS-high)
189201	colorectal_tumor	colorectal_tumor (MSI)
189204	Fibroblasts	Fibroblasts (iCAF)
189205	colorectal_tumor	colorectal_tumor (EMT-high)
189206	colorectal_tumor	colorectal_tumor (WNT-high)
189211	B_cells	B_cells (GC)
189215	Fibroblasts	Fibroblasts (LRRC15+)
189225	colorectal_tumor	colorectal_tumor (MYC-high)
189226	Fibroblasts	Fibroblasts (LRRC15+)
189233	Fibroblasts	Fibroblasts (LRRC15+)
189239	colorectal_tumor	colorectal_tumor (WNT-high)
189240	Fibroblasts	Fibroblasts (myCAF)
189242	colorectal_tumor	colorectal_tumor (MSI)
189248	colorectal_tumor	colorectal_tumor (WNT-high)
189255	B_cells	B_cells (plasma)
189256	colorectal_tumor	colorectal_tumor (EMT-high)
189261	colorectal_tumor	colorectal_tumor (WNT-high)
189270	colorectal_tumor	colorectal_tumor (MSI)
189282	colorectal_tumor	colorectal_tumor (WNT-high)
189284	colorectal_tumor	colorectal_tumor (MYC-high)
189286	colorectal_tumor	colorectal_tumor (MSI)
189290	colorectal_tumor	colorectal_tumor (MSI)
189298	Fibroblasts	Fibroblasts (iCAF)
189300	Fibroblasts	Fibroblasts (iCAF)
189309	Mac_LA	Mac_LA (SPP1-high)
189311	colorectal_tumor	colorectal_tumor (MYC-high)
189317	colorectal_tumor	colorectal_tumor (MSI)
189318	colorectal_tumor	colorectal_tumor (KRAS-high)
189323	colorectal_tumor	colorectal_tumor (WNT-high)
189326	colorectal_tumor	colorectal_tumor (KRAS-high)
189327	colorectal_tumor	colorectal_tumor (KRAS-high)
189334	Fibroblasts	Fibroblasts (myCAF)
189338	colorectal_tumor	colorectal_tumor (EMT-high)
189340	Fibroblasts	Fibroblasts (myCAF)
189342	Fibroblasts	Fibroblasts (iCAF)
189351	colorectal_tumor	colorectal_tumor (WNT-high)
189355	colorectal_tumor	colorectal_tumor (WNT-high)
189356	colorectal_tumor	colorectal_tumor (EMT-high)
189358	RTM_LA	RTM_LA (FOLR2-high)
189366	colorectal_tumor	colorectal_tumor (WNT-high)
189368	colorectal_tumor	colorectal_tumor (MYC-high)
189370	Fibroblasts	Fibroblasts (LRRC15+)
189381	colorectal_tumor	colorectal_tumor (MSI)
189382	Fibroblasts	Fibroblasts (iCAF)
189383	TCD4_reg	TCD4_reg (TIGIT-high)
189392	colorectal_tumor	colorectal_tumor (EMT-high)
189397	colorectal_tumor	colorectal_tumor (WNT-high)
189398	colorectal_tumor	colorectal_tumor (EMT-high)
189399	Fibroblasts	Fibroblasts (myCAF)
189400	colorectal_tumor	colorectal_tumor (MSI)
189401	Fibroblasts	Fibroblasts (myCAF)
189403	Fibroblasts	Fibroblasts (LRRC15+)
189404	Fibroblasts	Fibroblasts (iCAF)
189409	colorectal_tumor	colorectal_tumor (EMT-high)
189411	colorectal_tumor	colorectal_tumor (MSI)
189412	colorectal_tumor	colorectal_tumor (MYC-high)
189414	colorectal_tumor	colorectal_tumor (MYC-high)
189416	Fibroblasts	Fibroblasts (LRRC15+)
189417	B_cells	B_cells (plasma)
189423	colorectal_tumor	colorectal_tumor (WNT-high)
189427	Endothelial	Endothelial (tip)
189430	colorectal_tumor	colorectal_tumor (MYC-high)
189433	colorectal_tumor	colorectal_tumor (EMT-high)
189436	colorectal_tumor	colorectal_tumor (KRAS-high)
189441	Mac_LA	Mac_LA (TREM2-high)
189443	Mast_cells	Mast_cells (KIT-high)
189444	Fibroblasts	Fibroblasts (LRRC15+)
189449	colorectal_tumor	colorectal_tumor (MYC-high)
189456	Fibroblasts	Fibroblasts (LRRC15+)
189457	colorectal_tumor	colorectal_tumor (WNT-high)
189469	colorectal_tumor	colorectal_tumor (WNT-high)
189478	Endothelial	Endothelial (tip)
189485	colorectal_tumor	colorectal_tumor (KRAS-high)
189486	Mac_LA	Mac_LA (SPP1-high)
189488	Fibroblasts	Fibroblasts (iCAF)
189492	RTM_LA	RTM_LA (FOLR2-high)
189502	Fibroblasts	Fibroblasts (LRRC15+)
189506	colorectal_tumor	colorectal_tumor (MYC-high)
189519	Fibroblasts	Fibroblasts (iCAF)
189521	colorectal_tumor	colorectal_tumor (EMT-high)
189522	B_cells	B_cells (GC)
189529	colorectal_tumor	colorectal_tumor (MYC-high)
189539	Fibroblasts	Fibroblasts (myCAF)
189541	Fibroblasts	Fibroblasts (myCAF)
189547	RTM_LA	RTM_LA (C1Q-high)
189563	colorectal_tumor	colorectal_tumor (EMT-high)
189574	Fibroblasts	Fibroblasts (LRRC15+)
189585	colorectal_tumor	colorectal_tumor (WNT-high)
189586	colorectal_tumor	colorectal_tumor (EMT-high)
189589	Fibroblasts	Fibroblasts (iCAF)
189593	TCD8_naive	TCD8_naive (PDCD1-high)
189594	Endothelial	Endothelial (venous)
189596	colorectal_tumor	colorectal_tumor (WNT-high)
189597	colorectal_tumor	colorectal_tumor (KRAS-high)
189606	TCD4_reg	TCD4_reg (TIGIT-high)
189607	colorectal_tumor	colorectal_tumor (WNT-high)
189608	Fibroblasts	Fibroblasts (LRRC15+)
189617	TCD4_reg	TCD4_reg (TIGIT-high)
189622	colorectal_tumor	colorectal_tumor (MSI)
189624	Fibroblasts	Fibroblasts (LRRC15+)
189625	colorectal_tumor	colorectal_tumor (EMT-high)
189626	B_cells	B_cells (naive)
189627	colorectal_tumor	colorectal_tumor (MSI)
189628	colorectal_tumor	colorectal_tumor (MYC-high)
189629	Mac_Angio	Mac_Angio (MMP9-high)
189634	colorectal_tumor	colorectal_tumor (KRAS-high)
189636	colorectal_tumor	colorectal_tumor (EMT-high)
189640	colorectal_tumor	colorectal_tumor (MYC-high)
189641	Fibroblasts	Fibroblasts (LRRC15+)
189648	Fibroblasts	Fibroblasts (LRRC15+)
189649	colorectal_tumor	colorectal_tumor (WNT-high)
189651	Fibroblasts	Fibroblasts (LRRC15+)
189656	colorectal_tumor	colorectal_tumor (KRAS-high)
189659	TCD4_reg	TCD4_reg (FOXP3-high)
189667	Mac_LA	Mac_LA (TREM2-high)
189668	colorectal_tumor	colorectal_tumor (WNT-high)
189669	Mac_Angio	Mac_Angio (MMP9-high)
189670	Fibroblasts	Fibroblasts (iCAF)
189672	colorectal_tumor	colorectal_tumor (EMT-high)
189675	Fibroblasts	Fibroblasts (LRRC15+)
189677	colorectal_tumor	colorectal_tumor (KRAS-high)
189682	colorectal_tumor	colorectal_tumor (EMT-high)
189684	colorectal_tumor	colorectal_tumor (MSI)
189687	colorectal_tumor	colorectal_tumor (KRAS-high)
189689	colorectal_tumor	colorectal_tumor (WNT-high)
189691	RTM_LA	RTM_LA (C1Q-high)
189692	colorectal_tumor	colorectal_tumor (EMT-high)
189695	colorectal_tumor	colorectal_tumor (KRAS-high)
189702	colorectal_tumor	colorectal_tumor (MYC-high)
189703	colorectal_tumor	colorectal_tumor (MSI)
189719	Endothelial	Endothelial (tip)
189726	colorectal_tumor	colorectal_tumor (EMT-high)
189733	B_cells	B_cells (naive)
189736	colorectal_tumor	colorectal_tumor (KRAS-high)
189738	colorectal_tumor	colorectal_tumor (WNT-high)
189745	colorectal_tumor	colorectal_tumor (EMT-high)
189747	Endothelial	Endothelial (tip)
189751	Endothelial	Endothelial (venous)
189752	Mac_LA	Mac_LA (SPP1-high)
189755	colorectal_tumor	colorectal_tumor (MYC-high)
189758	B_cells	B_cells (naive)
189764	Endothelial	Endothelial (tip)
189780	Endothelial	Endothelial (arterial)
189783	Fibroblasts	Fibroblasts (LRRC15+)
189785	colorectal_tumor	colorectal_tumor (WNT-high)
189786	Fibroblasts	Fibroblasts (LRRC15+)
189788	colorectal_tumor	colorectal_tumor (WNT-high)
189794	RTM_LA	RTM_LA (FOLR2-high)
189796	colorectal_tumor	colorectal_tumor (WNT-high)
189802	Fibroblasts	Fibroblasts (myCAF)
189806	RTM_LA	RTM_LA (FOLR2-high)
189808	colorectal_tumor	colorectal_tumor (MSI)
189809	Fibroblasts	Fibroblasts (myCAF)
189811	colorectal_tumor	colorectal_tumor (WNT-high)
189824	colorectal_tumor	colorectal_tumor (KRAS-high)
189826	Mac_LA	Mac_LA (TREM2-high)
189827	colorectal_tumor	colorectal_tumor (EMT-high)
189829	colorectal_tumor	colorectal_tumor (MSI)
189831	Fibroblasts	Fibroblasts (LRRC15+)
189832	colorectal_tumor	colorectal_tumor (EMT-high)
189838	colorectal_tumor	colorectal_tumor (EMT-high)
189841	Mac_LA	Mac_LA (SPP1-high)
189843	colorectal_tumor	colorectal_tumor (WNT-high)
189845	colorectal_tumor	colorectal_tumor (KRAS-high)
189857	Fibroblasts	Fibroblasts (myCAF)
189867	colorectal_tumor	colorectal_tumor (MSI)
189871	Fibroblasts	Fibroblasts (LRRC15+)
189874	Endothelial	Endothelial (arterial)
189876	RTM_LA	RTM_LA (C1Q-high)
189879	Fibroblasts	Fibroblasts (iCAF)
189882	colorectal_tumor	colorectal_tumor (EMT-high)
189886	Fibroblasts	Fibroblasts (iCAF)
189890	colorectal_tumor	colorectal_tumor (MYC-high)
189891	Endothelial	Endothelial (arterial)
189894	colorectal_tumor	colorectal_tumor (MSI)
189898	colorectal_tumor	colorectal_tumor (KRAS-high)
189904	colorectal_tumor	colorectal_tumor (MSI)
189909	Fibroblasts	Fibroblasts (myCAF)
189921	colorectal_tumor	colorectal_tumor (MSI)
189924	colorectal_tumor	colorectal_tumor (KRAS-high)
189930	B_cells	B_cells (plasma)
189944	Fibroblasts	Fibroblasts (LRRC15+)
189957	colorectal_tumor	colorectal_tumor (MYC-high)
189958	colorectal_tumor	colorectal_tumor (MSI)
189961	Mac_LA	Mac_LA (TREM2-high)
189962	colorectal_tumor	colorectal_tumor (MYC-high)
189973	Fibroblasts	Fibroblasts (myCAF)
189976	Fibroblasts	Fibroblasts (iCAF)
189986	colorectal_tumor	colorectal_tumor (EMT-high)
189990	Fibroblasts	Fibroblasts (iCAF)
189998	Fibroblasts	Fibroblasts (iCAF)
190011	Mac_LA	Mac_LA (TREM2-high)
190018	Fibroblasts	Fibroblasts (iCAF)
190021	colorectal_tumor	colorectal_tumor (WNT-high)
190024	colorectal_tumor	colorectal_tumor (WNT-high)
190028	colorectal_tumor	colorectal_tumor (WNT-high)
190033	Fibroblasts	Fibroblasts (LRRC15+)
190037	colorectal_tumor	colorectal_tumor (MSI)
190039	colorectal_tumor	colorectal_tumor (EMT-high)
190045	Fibroblasts	Fibroblasts (iCAF)
190047	Endothelial	Endothelial (venous)
190053	colorectal_tumor	colorectal_tumor (MYC-high)
190056	Endothelial	Endothelial (arterial)
190058	colorectal_tumor	colorectal_tumor (WNT-high)
190062	colorectal_tumor	colorectal_tumor (MSI)
190064	colorectal_tumor	colorectal_tumor (KRAS-high)
190069	colorectal_tumor	colorectal_tumor (MSI)
190072	RTM_LA	RTM_LA (FOLR2-high)
190077	colorectal_tumor	colorectal_tumor (WNT-high)
190078	colorectal_tumor	colorectal_tumor (KRAS-high)
190085	colorectal_tumor	colorectal_tumor (KRAS-high)
190090	Fibroblasts	Fibroblasts (iCAF)
190092	Mac_LA	Mac_LA (SPP1-high)
190097	colorectal_tumor	colorectal_tumor (WNT-high)
190100	colorectal_tumor	colorectal_tumor (KRAS-high)
190104	RTM_LA	RTM_LA (C1Q-high)
190106	Endothelial	Endothelial (arterial)
190108	colorectal_tumor	colorectal_tumor (WNT-high)
190111	colorectal_tumor	colorectal_tumor (MYC-high)
190113	colorectal_tumor	colorectal_tumor (MYC-high)
190125	colorectal_tumor	colorectal_tumor (KRAS-high)
190140	Fibroblasts	Fibroblasts (LRRC15+)
190150	TCD8_naive	TCD8_naive (GZMB-high)
190151	Mac_LA	Mac_LA (SPP1-high)
190152	colorectal_tumor	colorectal_tumor (MYC-high)
190153	Endothelial	Endothelial (arterial)
190154	colorectal_tumor	colorectal_tumor (KRAS-high)
190155	colorectal_tumor	colorectal_tumor (EMT-high)
190157	TCD8_naive	TCD8_naive (TCF7-high)
190158	TCD4_reg	TCD4_reg (FOXP3-high)
190160	Mac_LA	Mac_LA (TREM2-high)
190162	Endothelial	Endothelial (venous)
190163	colorectal_tumor	colorectal_tumor (KRAS-high)
190164	Mac_LA	Mac_LA (TREM2-high)
190171	colorectal_tumor	colorectal_tumor (WNT-high)
190173	Fibroblasts	Fibroblasts (LRRC15+)
190176	Fibroblasts	Fibroblasts (myCAF)
190177	colorectal_tumor	colorectal_tumor (MSI)
190183	colorectal_tumor	colorectal_tumor (MSI)
190192	colorectal_tumor	colorectal_tumor (KRAS-high)
190194	Fibroblasts	Fibroblasts (LRRC15+)
190208	Fibroblasts	Fibroblasts (LRRC15+)
190210	B_cells	B_cells (GC)
190218	colorectal_tumor	colorectal_tumor (EMT-high)
190221	Fibroblasts	Fibroblasts (LRRC15+)
190223	Fibroblasts	Fibroblasts (myCAF)
190229	colorectal_tumor	colorectal_tumor (MYC-high)
190232	colorectal_tumor	colorectal_tumor (MYC-high)
190240	colorectal_tumor	colorectal_tumor (KRAS-high)
190242	colorectal_tumor	colorectal_tumor (EMT-high)
190247	colorectal_tumor	colorectal_tumor (KRAS-high)
190248	colorectal_tumor	colorectal_tumor (WNT-high)
190250	colorectal_tumor	colorectal_tumor (WNT-high)
190255	colorectal_tumor	colorectal_tumor (MSI)
190260	colorectal_tumor	colorectal_tumor (MSI)
190261	colorectal_tumor	colorectal_tumor (MSI)
190272	Fibroblasts	Fibroblasts (iCAF)
190285	colorectal_tumor	colorectal_tumor (EMT-high)
190289	colorectal_tumor	colorectal_tumor (EMT-high)
190292	colorectal_tumor	colorectal_tumor (EMT-high)
190299	colorectal_tumor	colorectal_tumor (EMT-high)
190303	colorectal_tumor	colorectal_tumor (WNT-high)
190306	colorectal_tumor	colorectal_tumor (WNT-high)
190310	colorectal_tumor	colorectal_tumor (MSI)
190313	colorectal_tumor	colorectal_tumor (WNT-high)
190325	Fibroblasts	Fibroblasts (myCAF)
190335	colorectal_tumor	colorectal_tumor (WNT-high)
190339	colorectal_tumor	colorectal_tumor (MSI)
190351	colorectal_tumor	colorectal_tumor (MYC-high)
190356	Fibroblasts	Fibroblasts (iCAF)
190357	colorectal_tumor	colorectal_tumor (KRAS-high)
190360	colorectal_tumor	colorectal_tumor (MSI)
190364	Mast_cells	Mast_cells (TPSAB1-high)
190368	colorectal_tumor	colorectal_tumor (KRAS-high)
190369	colorectal_tumor	colorectal_tumor (KRAS-high)
190388	Fibroblasts	Fibroblasts (iCAF)
190389	TCD4_reg	TCD4_reg (FOXP3-high)
190396	colorectal_tumor	colorectal_tumor (MSI)
190397	Mac_Angio	Mac_Angio (VEGFA-high)
190400	Mac_LA	Mac_LA (SPP1-high)
190411	colorectal_tumor	colorectal_tumor (MYC-high)
190414	colorectal_tumor	colorectal_tumor (MSI)
190423	Fibroblasts	Fibroblasts (LRRC15+)
190424	Fibroblasts	Fibroblasts (LRRC15+)
190430	Endothelial	Endothelial (venous)
190441	Endothelial	Endothelial (venous)
190443	Mac_LA	Mac_LA (TREM2-high)
190447	Fibroblasts	Fibroblasts (LRRC15+)
190449	colorectal_tumor	colorectal_tumor (EMT-high)
190451	colorectal_tumor	colorectal_tumor (MSI)
190454	colorectal_tumor	colorectal_tumor (MYC-high)
190456	colorectal_tumor	colorectal_tumor (MYC-high)
190457	colorectal_tumor	colorectal_tumor (WNT-high)
190458	colorectal_tumor	colorectal_tumor (KRAS-high)
190459	colorectal_tumor	colorectal_tumor (EMT-high)
190464	colorectal_tumor	colorectal_tumor (EMT-high)
190466	Fibroblasts	Fibroblasts (LRRC15+)
190467	colorectal_tumor	colorectal_tumor (KRAS-high)
190468	Fibroblasts	Fibroblasts (LRRC15+)
190471	Fibroblasts	Fibroblasts (myCAF)
190474	colorectal_tumor	colorectal_tumor (KRAS-high)
190475	colorectal_tumor	colorectal_tumor (MSI)
190477	RTM_LA	RTM_LA (FOLR2-high)
190479	TCD8_naive	TCD8_naive (TCF7-high)
190482	TCD4_reg	TCD4_reg (FOXP3-high)
190491	colorectal_tumor	colorectal_tumor (MYC-high)
190495	colorectal_tumor	colorectal_tumor (KRAS-high)
190507	colorectal_tumor	colorectal_tumor (EMT-high)
190509	Fibroblasts	Fibroblasts (iCAF)
190511	colorectal_tumor	colorectal_tumor (WNT-high)
190513	Fibroblasts	Fibroblasts (myCAF)
190514	colorectal_tumor	colorectal_tumor (MSI)
190517	colorectal_tumor	colorectal_tumor (MYC-high)
190523	colorectal_tumor	colorectal_tumor (EMT-high)
190533	colorectal_tumor	colorectal_tumor (MYC-high)
190537	colorectal_tumor	colorectal_tumor (MSI)
190540	colorectal_tumor	colorectal_tumor (WNT-high)
190541	colorectal_tumor	colorectal_tumor (WNT-high)
190548	colorectal_tumor	colorectal_tumor (EMT-high)
190553	colorectal_tumor	colorectal_tumor (WNT-high)
190556	colorectal_tumor	colorectal_tumor (EMT-high)
190561	colorectal_tumor	colorectal_tumor (WNT-high)
190562	colorectal_tumor	colorectal_tumor (MYC-high)
190574	colorectal_tumor	colorectal_tumor (MYC-high)
190576	colorectal_tumor	colorectal_tumor (EMT-high)
190586	colorectal_tumor	colorectal_tumor (MSI)
190588	TCD4_reg	TCD4_reg (FOXP3-high)
190590	colorectal_tumor	colorectal_tumor (EMT-high)
190594	colorectal_tumor	colorectal_tumor (WNT-high)
190602	Mac_Angio	Mac_Angio (MMP9-high)
190603	colorectal_tumor	colorectal_tumor (EMT-high)
190606	Fibroblasts	Fibroblasts (myCAF)
190610	colorectal_tumor	colorectal_tumor (MSI)
190613	Mac_LA	Mac_LA (TREM2-high)
190616	colorectal_tumor	colorectal_tumor (WNT-high)
190617	Fibroblasts	Fibroblasts (iCAF)
190625	Fibroblasts	Fibroblasts (iCAF)
190630	colorectal_tumor	colorectal_tumor (KRAS-high)
190633	colorectal_tumor	colorectal_tumor (MYC-high)
190655	colorectal_tumor	colorectal_tumor (MYC-high)
190656	RTM_LA	RTM_LA (FOLR2-high)
190662	colorectal_tumor	colorectal_tumor (MYC-high)
190663	Fibroblasts	Fibroblasts (myCAF)
190664	colorectal_tumor	colorectal_tumor (WNT-high)
190665	colorectal_tumor	colorectal_tumor (MYC-high)
190667	colorectal_tumor	colorectal_tumor (MSI)
190668	colorectal_tumor	colorectal_tumor (WNT-high)
190675	Fibroblasts	Fibroblasts (LRRC15+)
190684	RTM_LA	RTM_LA (FOLR2-high)
190702	colorectal_tumor	colorectal_tumor (MSI)
190706	colorectal_tumor	colorectal_tumor (KRAS-high)
190707	colorectal_tumor	colorectal_tumor (WNT-high)
190709	colorectal_tumor	colorectal_tumor (KRAS-high)
190710	colorectal_tumor	colorectal_tumor (MYC-high)
190713	colorectal_tumor	colorectal_tumor (MSI)
190720	colorectal_tumor	colorectal_tumor (WNT-high)
190724	colorectal_tumor	colorectal_tumor (EMT-high)
190726	colorectal_tumor	colorectal_tumor (EMT-high)
190735	Mac_LA	Mac_LA (TREM2-high)
190737	colorectal_tumor	colorectal_tumor (KRAS-high)
